survival_prob,ci_lower,ci_upper,Group,GraftTime
0.9026839578313613,0.898184664116417,0.9069948688594571,Nationwide,295.0
0.9024378943291586,0.8979332295833097,0.9067542219178356,Nationwide,296.0
0.9022533467025055,0.8977446602247277,0.9065737303152883,Nationwide,297.0
0.9019457673247521,0.8974303903738732,0.9062728988382501,Nationwide,298.0
0.9016381879469976,0.8971161359778792,0.9059720522460833,Nationwide,299.0
0.9012690926936938,0.8967390510032696,0.9056110164789412,Nationwide,300.0
0.9011460609425929,0.8966133609135702,0.9054906664281768,Nationwide,301.0
0.9010230291914918,0.8964876732673303,0.9053703139870185,Nationwide,303.0
0.9006538835325538,0.8961105720584932,0.9050091943353549,Nationwide,304.0
0.9004077864265955,0.895859183395519,0.9047684360203961,Nationwide,305.0
0.9002847378736155,0.8957334926937125,0.9046480533113797,Nationwide,306.0
0.9001001650441467,0.8955449611658142,0.9044674748201935,Nationwide,307.0
0.8997925436616985,0.8952307539826007,0.9041664988957578,Nationwide,308.0
0.899669478279266,0.8951050576541576,0.9040460883776918,Nationwide,309.0
0.8994848549510743,0.894916491159144,0.9038654441383939,Nationwide,310.0
0.8992386736702117,0.8946650598579311,0.9036245609179699,Nationwide,311.0
0.8990540250719222,0.8944764793794261,0.9034438803373599,Nationwide,312.0
0.8986846773040059,0.8940992814077849,0.9030824552861387,Nationwide,313.0
0.8985615613813672,0.8939735534837526,0.9029619756359958,Nationwide,314.0
0.8982537504874993,0.8936592218768986,0.9026607463081712,Nationwide,315.0
0.8981306176909963,0.893533484501667,0.9025402425013919,Nationwide,316.0
0.8978227856997394,0.8932191513199963,0.902238972943148,Nationwide,317.0
0.8976996360137507,0.89309340443219,0.9021184450081913,Nationwide,318.0
0.8975764778801226,0.892967651021473,0.901997906732942,Nationwide,319.0
0.8972685614211586,0.8926532555343146,0.9016965309263008,Nationwide,320.0
0.8971453948375744,0.8925275014036829,0.9015759766240524,Nationwide,321.0
0.896960644962196,0.8923388745496166,0.901395140918943,Nationwide,322.0
0.8968990532129029,0.8922759912223978,0.9013348531521568,Nationwide,323.0
0.896591073316876,0.8919615610705725,0.901033385672723,Nationwide,324.0
0.896591073316876,0.8919615610705725,0.901033385672723,Nationwide,325.0
0.8960981700330298,0.8914583607590875,0.9005508792279134,Nationwide,326.0
0.8957899995364237,0.8911437681442101,0.9002491934102205,Nationwide,327.0
0.8954817654164264,0.8908291231161073,0.8999474329299566,Nationwide,328.0
0.8952967994775495,0.890640316237236,0.899766345661437,Nationwide,329.0
0.8950501442535054,0.8903885460747455,0.89952485578087,Nationwide,330.0
0.8947416977223002,0.8900737125134296,0.8992228593032849,Nationwide,331.0
0.8946799956536343,0.8900107341243871,0.8991624461701385,Nationwide,332.0
0.8944330852091317,0.8897587191702515,0.8989206906169943,Nationwide,333.0
0.8940008427792747,0.8893175584229954,0.8984974548359181,Nationwide,334.0
0.8937537959142581,0.8890654252892597,0.8982555448721665,Nationwide,335.0
0.893630255407532,0.8889393441948485,0.898134570306226,Nationwide,336.0
0.8935066721886963,0.8888132205974251,0.8980135527844102,Nationwide,337.0
0.8932594202558867,0.8885608905552042,0.8977714295749881,Nationwide,338.0
